"SkuId","Description","ServiceDisplayName","ResourceFamily","ResourceGroup","ServiceRegion","UsageUnitDescription","BaseUnitDescription","BaseUnitConversionFactor","StartUsageAmount","DisaplayQuantity","CurrencyCode","Unit","Nanos","GeoTaxonomy","PricePerUsageUnit"
"1206-681C-CE11","Network Google Ingress from Virginia to Virginia","Compute Engine","Network","GoogleIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,"0"
"1283-924F-41B7","Licensing Fee for SQL Server 2017 Web on VM with 82 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","902000000","GLOBAL","0.902"
"1292-676B-B013","Licensing Fee for SQL Server 2014 Standard on VM with 46 VCPU","Compute Engine","License","SQLServer2014Standard","global","hour","second","3600","0","1","USD","7","567000000","GLOBAL","7.567"
"12F2-FC5C-E4CA","Licensing Fee for SQL Server 2017 Standard on VM with 12 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","1","974000000","GLOBAL","1.974"
"1355-C39D-BA91","Network Vpn Internet Egress from Virginia to Middle East","Compute Engine","Network","VPNInternetEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","120000000",,"0.12"
"1443-0FAE-5B1B","Licensing Fee for Windows Server 2016 BYOL on g1-small","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","0","GLOBAL","0"
"14A6-4C73-1CD6","Network Internal Load Balancing: Data Processing Charge in Virginia","Compute Engine","Network","LoadBalancing","us-east4","gibibyte","byte","1073741824","0","1","USD","0","9000000",,"0.009"
"14FB-E375-43E9","Licensing Fee for SQL Server 2016 Enterprise on VM with 42 VCPU","Compute Engine","License","SQLServer2016Enterprise","global","hour","second","3600","0","1","USD","16","758000000","GLOBAL","16.758"
"151B-229F-68E1","Licensing Fee for Windows Server 2016 Datacenter Edition on f1-micro","Compute Engine","License","Windows2016","global","hour","second","3600","0","1","USD","0","23000000","GLOBAL","0.023"
"151D-B589-9EC6","Network Vpn Internet Egress from Virginia to EMEA","Compute Engine","Network","VPNInternetEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","120000000",,"0.12"
"153C-98C4-B81F","Licensing Fee for SQL Server 2012 Web on VM with 90 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","990000000","GLOBAL","0.99"
"156E-6A32-DDE4","Licensing Fee for SQL Server 2014 Enterprise on VM with 16 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","6","384000000","GLOBAL","6.384"
"159B-2200-EAB3","Memory Optimized Upgrade Premium for Memory-optimized Instance Ram running in Northern Virginia","Compute Engine","Compute","RAM","us-east4","gibibyte hour","byte second","3865470566400","0","1","USD","0","754000","REGIONAL","0.000754"
"15A4-FC2C-06D6","Licensing Fee for SQL Server 2012 Enterprise on VM with 50 VCPU","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","19","950000000","GLOBAL","19.95"
"167E-86D6-3809","Licensing Fee for SQL Server 2017 Web on VM with 54 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","594000000","GLOBAL","0.594"
"1699-2480-4E62","Network Vpn Inter Region Ingress from APAC to Virginia","Compute Engine","Network","VPNInterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,"0"
"1731-EE90-ED87","Licensing Fee for SQL Server 2014 Web on VM with 74 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","814000000","GLOBAL","0.814"
"1749-1554-565B","Licensing Fee for SQL Server 2014 Web on VM with 76 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","836000000","GLOBAL","0.836"
"1757-0B73-CC59","Network Inter Region Ingress from Sydney to Virginia","Compute Engine","Network","InterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,"0"
"1766-2B20-545F","Licensing Fee for SQL Server 2016 Web on VM with 36 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","396000000","GLOBAL","0.396"
"1784-4592-B8CB","Licensing Fee for SQL Server 2016 Enterprise on VM with 88 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","35","112000000","GLOBAL","35.112"
"17A5-3201-FE71","Licensing Fee for SQL Server 2016 Web on VM with 60 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","660000000","GLOBAL","0.66"
"17D0-78E2-E230","Licensing Fee for SQL Server 2017 Enterprise on VM with 42 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","16","758000000","GLOBAL","16.758"
"1848-475B-F5C5","Licensing Fee for Windows Server 2019 Datacenter Edition on g1-small","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","23000000","GLOBAL","0.023"
"1861-0599-86A0","On-demand fee for total VM network bandwidth up to 75 Gbps in North Virginia","Compute Engine","Network","AdvancedNetworking","us-east4","hour","second","3600","0","1","USD","0","758479000","REGIONAL","0.758479"
"1993-99B9-3FCA","Licensing Fee for SQL Server 2016 Standard on VM with 8 VCPU","Compute Engine","License","SQLServer2016Standard","global","hour","second","3600","0","1","USD","1","316000000","GLOBAL","1.316"
"1993-FEB3-5CD7","Network Vpn Inter Region Egress from Virginia to EMEA","Compute Engine","Network","VPNInterregionEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","80000000",,"0.08"
"1A1E-F7BB-DDB7","Network Vpn Inter Region Ingress from Warsaw to Virginia","Compute Engine","Network","VPNInterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,"0"
"1A20-C405-81B6","Licensing Fee for SQL Server 2012 Standard on VM with 6 VCPU","Compute Engine","License","SQLServer2012Standard","global","hour","second","3600","0","1","USD","0","987000000","GLOBAL","0.987"
"1A51-8906-72EB","Network Internet Egress from Virginia to Americas","Compute Engine","Network","PremiumInternetEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","120000000",,"0.12"
"1AE3-0661-D308","Licensing Fee for SQL Server 2016 Web on VM with 88 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","968000000","GLOBAL","0.968"
"1B45-72FD-A2C3","Licensing Fee for SQL Server 2017 Enterprise on VM with 88 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","35","112000000","GLOBAL","35.112"
"1B8A-BA6B-7FB6","SSD backed Local Storage in Virginia","Compute Engine","Storage","LocalSSD","us-east4","gibibyte month","byte second","2783138807808000","0","1","USD","0","88000000","REGIONAL","0.088"
"1BA0-F32B-402F","Network Load Balancing: Forwarding Rule Additional Service Charge in Virginia","Compute Engine","Network","LoadBalancing","us-east4","hour","second","3600","0","1","USD","0","11000000","REGIONAL","0.011"
"1BF8-BA02-BEB0","Licensing Fee for SQL Server 2014 Web on VM with 34 VCPU","Compute Engine","License","SQLServer2014Web","global","hour","second","3600","0","1","USD","0","374000000","GLOBAL","0.374"
"1C21-203D-1B7B","Licensing Fee for SQL Server 2012 Enterprise on VM with 58 VCPU","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","23","142000000","GLOBAL","23.142"
"1C3E-95E8-9862","Licensing Fee for Windows Server 2012R2 BYOL on g1-small","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","0","GLOBAL","0"
"1CA1-1A5B-D477","Network Vpn Inter Region Ingress from Melbourne to Virginia","Compute Engine","Network","VPNInterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,"0"
"1CEA-268E-5B03","Licensing Fee for SQL Server 2014 Web on VM with 46 VCPU","Compute Engine","License","SQLServer2014Web","global","hour","second","3600","0","1","USD","0","506000000","GLOBAL","0.506"
"1D9B-FAF5-F7FC","N2D AMD Custom Extended Ram running in Virginia","Compute Engine","Compute","RAM","us-east4","gibibyte hour","byte second","3865470566400","0","1","USD","0","9358000","REGIONAL","0.009358"
"1E03-924F-9F26","Licensing Fee for SQL Server 2014 Web on VM with 62 VCPU","Compute Engine","License","SQLServer2014Web","global","hour","second","3600","0","1","USD","0","682000000","GLOBAL","0.682"
"1E7A-7CD8-5C28","Licensing Fee for SQL Server 2016 Web on VM with 30 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","330000000","GLOBAL","0.33"
"1E99-17C3-F328","Licensing Fee for SQL Server 2012 Enterprise on VM with 20 VCPU","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","7","980000000","GLOBAL","7.98"
"1EAB-5348-8887","Licensing Fee for SQL Server 2012 Enterprise on VM with 64 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","25","536000000","GLOBAL","25.536"
"1EC3-88AA-C297","Licensing Fee for SQL Server 2012 Enterprise on VM with 24 VCPU","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","9","576000000","GLOBAL","9.576"
"1ED7-A0B5-35DD","Licensing Fee for SQL Server 2012 Enterprise on VM with 80 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","31","920000000","GLOBAL","31.92"
"1EE4-7B32-8652","Licensing Fee for SQL Server 2012 Enterprise on VM with 94 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","37","506000000","GLOBAL","37.506"
"1F66-C407-B5BC","Licensing Fee for SQL Server 2014 Standard on VM with 12 VCPU","Compute Engine","License","SQLServer2014Standard","global","hour","second","3600","0","1","USD","1","974000000","GLOBAL","1.974"
"1FA9-59DB-845A","Licensing Fee for SQL Server 2014 Web on VM with 1 to 4 VCPU","Compute Engine","License","SQLServer2014Web","global","hour","second","3600","0","1","USD","0","44000000","GLOBAL","0.044"
"2026-872A-3AB3","N1 Predefined Instance Core running in Virginia","Compute Engine","Compute","N1Standard","us-east4","hour","second","3600","0","1","USD","0","35605000","REGIONAL","0.035605"
"204F-AA2F-FA7C","Network Inter Region Egress from Virginia to Virginia","Compute Engine","Network","InterregionEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","10000000",,"0.01"
"20DB-0D9A-4504","Network Vpn Inter Region Ingress from Japan to Virginia","Compute Engine","Network","VPNInterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,"0"
"2156-3ADD-D6C5","Licensing Fee for SQL Server 2016 Web on VM with 44 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","484000000","GLOBAL","0.484"
"2194-18D8-2A36","Network Inter Region Ingress from Netherlands to Virginia","Compute Engine","Network","InterregionIngress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","0",,"0"
"21BB-FDB4-118D","Licensing Fee for SQL Server 2014 Web on VM with 70 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","770000000","GLOBAL","0.77"
"222F-2CC6-BFD1","Licensing Fee for SQL Server 2016 Web on VM with 72 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","0","792000000","GLOBAL","0.792"
"224D-2E7E-5718","Sole Tenancy Premium for Memory-optimized Sole Tenancy Instance RAM running in Virginia","Compute Engine","Compute","RAM","us-east4","gibibyte hour","byte second","3865470566400","0","1","USD","0","575900","REGIONAL","0.0005759"
"2258-E66A-CA0F","Licensing Fee for SQL Server 2017 Web (GPU cost)","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","0","GLOBAL","0"
"2298-73F8-49E8","Licensing Fee for Windows Server 2008 Datacenter Edition (RAM cost)","Compute Engine","License","Windows2008","global","gibibyte hour","byte second","3865470566400","0","1","USD","0","0","GLOBAL","0"
"22CD-B6CC-CF6C","Licensing Fee for SQL Server 2017 Enterprise on VM with 28 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","11","172000000","GLOBAL","11.172"
"22FA-BFE7-833C","Licensing Fee for SQL Server 2017 Enterprise on VM with 76 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","30","324000000","GLOBAL","30.324"
"2348-9D22-8D38","Licensing Fee for SQL Server 2014 Enterprise on VM with 30 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","11","970000000","GLOBAL","11.97"
"2355-FC44-837E","Licensing Fee for SQL Server 2012 Standard on VM with 14 VCPU","Compute Engine","License","SQLServer2012Standard","global","hour","second","3600","0","1","USD","2","303000000","GLOBAL","2.303"
"2394-D64F-6D93","Licensing Fee for SQL Server 2012 Enterprise on f1-micro","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","1","596000000","GLOBAL","1.596"
"23AD-110F-3325","Licensing Fee for SQL Server 2016 Standard on VM with 78 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","12","831000000","GLOBAL","12.831"
"23D6-A710-F53E","Licensing Fee for SQL Server 2017 Standard on VM with 40 VCPU","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","6","580000000","GLOBAL","6.58"
"23FC-6067-3527","Licensing Fee for Windows container host (CPU cost)","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","0","GLOBAL","0"
"2405-8557-B70F","Licensing Fee for SQL Server 2016 Web on VM with 38 VCPU","Compute Engine","License","SQLServer2016Web","global","hour","second","3600","0","1","USD","0","418000000","GLOBAL","0.418"
"2441-57F4-052C","Licensing Fee for Windows container host (CPU cost)","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","0","GLOBAL","0"
"251C-27F1-4C06","Licensing Fee for SQL Server 2012 Enterprise on VM with 90 VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","35","910000000","GLOBAL","35.91"
"2525-4ED2-E479","Memory-optimized Instance Ram running in Northern Virginia","Compute Engine","Compute","RAM","us-east4","gibibyte hour","byte second","3865470566400","0","1","USD","0","5800000","REGIONAL","0.0058"
"258D-DA9C-A9DA","Licensing Fee for SQL Server 2012 Enterprise on VM with 34 VCPU","Compute Engine","License","SQLServer2012Enterprise","global","hour","second","3600","0","1","USD","13","566000000","GLOBAL","13.566"
"2596-3B65-DE3F","Network Inter Region Egress from Virginia to Mumbai","Compute Engine","Network","InterregionEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","80000000",,"0.08"
"2596-7EFE-FF2D","Licensing Fee for Windows Server 2008R2 BYOL on f1-micro","Compute Engine","License","Google","global","hour","second","3600","0","1","USD","0","0","GLOBAL","0"
"259E-59DA-B757","Vpn Tunnel in Virginia","Compute Engine","Network","VPNTunnel","us-east4","hour","second","3600","0","1","USD","0","55000000","REGIONAL","0.055"
"25AD-CE59-CA25","Licensing Fee for SQL Server 2012 Web on VM with 96 or more VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","1","56000000","GLOBAL","1.056"
"25EF-6976-196C","Licensing Fee for Windows Server Core (CPU cost)","Compute Engine","License","WindowsCore","global","hour","second","3600","0","1","USD","0","0","GLOBAL","0"
"25FC-B018-56B5","Network Internet Egress from Virginia to Africa","Compute Engine","Network","PremiumInternetEgress","us-east4","gibibyte","byte","1073741824","0","1","USD","0","120000000",,"0.12"
"265E-E2E4-7D89","Licensing Fee for SQL Server 2014 Enterprise on VM with 32 VCPU","Compute Engine","License","SQLServer2014Enterprise","global","hour","second","3600","0","1","USD","12","768000000","GLOBAL","12.768"
"271C-FA8C-4299","Licensing Fee for SQL Server 2014 Enterprise on VM with 96 or more VCPU","Compute Engine","License","Microsoft","global","hour","second","3600","0","1","USD","38","304000000","GLOBAL","38.304"
